"Bairro","Taxa de alfabetização"
"Frei Damião - Jardim (CE)","X"
"Centro - Jati (CE)","87.8"
"Matulão - Jati (CE)","80.1"
"Bela Vista - Jati (CE)","73.0"
"Portal de Santana - Jati (CE)","93.3"
"Centro - Juazeiro do Norte (CE)","95.1"
"Juvêncio Santana - Juazeiro do Norte (CE)","86.3"
"São Miguel - Juazeiro do Norte (CE)","92.9"
"Carité - Juazeiro do Norte (CE)","78.0"
"Fátima - Juazeiro do Norte (CE)","89.8"
"Pedrinhas - Juazeiro do Norte (CE)","79.5"
"Aeroporto - Juazeiro do Norte (CE)","88.2"
"Brejo Seco - Juazeiro do Norte (CE)","81.8"
"Betolândia - Juazeiro do Norte (CE)","89.1"
"Novo Juazeiro - Juazeiro do Norte (CE)","95.2"
"Leandro Bezerra de Menezes - Juazeiro do Norte (CE)","90.9"
"Timbaúba - Juazeiro do Norte (CE)","82.0"
"Pio XII - Juazeiro do Norte (CE)","83.6"
"Franciscanos - Juazeiro do Norte (CE)","88.3"
"Limoeiro - Juazeiro do Norte (CE)","87.0"
"Pirajá - Juazeiro do Norte (CE)","85.4"
"Romeirão - Juazeiro do Norte (CE)","81.6"
"João Cabral - Juazeiro do Norte (CE)","79.5"
"Triângulo - Juazeiro do Norte (CE)","85.4"
"Antônio Vieira - Juazeiro do Norte (CE)","88.3"
"Santa Teresa - Juazeiro do Norte (CE)","83.3"
"Salesianos - Juazeiro do Norte (CE)","89.8"
"Socorro - Juazeiro do Norte (CE)","90.1"
"Salgadinho - Juazeiro do Norte (CE)","86.9"
"Horto - Juazeiro do Norte (CE)","75.8"
"Três-Marias - Juazeiro do Norte (CE)","72.8"
"Planalto - Juazeiro do Norte (CE)","96.5"
"Lagoa Seca - Juazeiro do Norte (CE)","91.3"
"Jardim Gonzaga - Juazeiro do Norte (CE)","84.2"
"São José - Juazeiro do Norte (CE)","87.4"
"José Geraldo da Cruz - Juazeiro do Norte (CE)","89.9"
"Tiradentes - Juazeiro do Norte (CE)","89.3"
"Campo Alegre - Juazeiro do Norte (CE)","78.5"
"Cidade Universitária - Juazeiro do Norte (CE)","87.2"
"Frei Damião - Juazeiro do Norte (CE)","78.3"
"Santo Antonio - Juazeiro do Norte (CE)","90.6"
"Centro - Jucás (CE)","84.7"
"Nossa Senhora de Fátima - Jucás (CE)","79.6"
"São Mateus - Jucás (CE)","79.7"
"São José - Jucás (CE)","72.5"
"Planalto - Jucás (CE)","81.4"
"Alto da Paz - Jucás (CE)","84.9"
"Côco Verde - Jucás (CE)","80.8"
"Alto do Tó - Jucás (CE)","65.0"
"Sagrada Família - Jucás (CE)","70.1"
"Padre Manoel Lemos Braga - Jucás (CE)","74.5"
"Coronel Raimundo Augusto Lima - Lavras da Mangabeira (CE)","78.0"
"Coronel Francisco Correia Lima - Lavras da Mangabeira (CE)","81.0"
"Centro - Limoeiro do Norte (CE)","92.4"
"Ilha - Limoeiro do Norte (CE)","79.6"
"Luiz Alves de Freitas - Limoeiro do Norte (CE)","84.3"
"Boa Fé - Limoeiro do Norte (CE)","79.9"
"Bom Nome - Limoeiro do Norte (CE)","85.8"
"Santa Luzia - Limoeiro do Norte (CE)","91.9"
"Monsenhor Otávio - Limoeiro do Norte (CE)","92.7"
"João XXIII - Limoeiro do Norte (CE)","91.5"
"Doutor José Simões - Limoeiro do Norte (CE)","91.0"
"Pitombeira - Limoeiro do Norte (CE)","87.5"
"Brotolândia - Limoeiro do Norte (CE)","92.4"
"Socorro - Limoeiro do Norte (CE)","84.5"
"Limoeirinho - Limoeiro do Norte (CE)","94.4"
"Bom Jesus - Limoeiro do Norte (CE)","80.3"
"Antônio Holanda - Limoeiro do Norte (CE)","80.0"
"Bom Jesus do Cruzeiro - Limoeiro do Norte (CE)","77.9"
"Centro - Madalena (CE)","86.2"
"Henrique Jorge - Madalena (CE)","74.8"
"Santa Terezinha - Madalena (CE)","83.2"
"Nova Madalena - Madalena (CE)","88.3"
"Pinhos - Madalena (CE)","82.2"
"Antônio Firmino de Pinho - Madalena (CE)","73.6"
"São José - Madalena (CE)","82.1"
"Boa Vista - Madalena (CE)","76.6"
"Santana - Madalena (CE)","76.1"
"Centro - Maracanaú (CE)","95.6"
"Parque Piratininga - Maracanaú (CE)","92.3"
"Coqueiral - Maracanaú (CE)","90.1"
"Novo Maracanaú - Maracanaú (CE)","91.8"
"Distrito Industrial do Ceará - Maracanaú (CE)","96.0"
"Conjunto Timbó - Maracanaú (CE)","92.9"
"Jereissati Setor C - Maracanaú (CE)","94.5"
"Jereissati Setor B - Maracanaú (CE)","95.3"
"Jereissati Setor A - Maracanaú (CE)","95.8"
"Jereissati Setor D - Maracanaú (CE)","95.7"
"Jereissati Setor E - Maracanaú (CE)","92.7"
"Independência - Maracanaú (CE)","93.7"
"Boa Vista - Maracanaú (CE)","94.0"
"Alto da Mangueira - Maracanaú (CE)","87.3"
"Picada - Maracanaú (CE)","96.4"
"Carneiro de Mendonça - Maracanaú (CE)","85.3"
"Olho-D'Água do Pitaguari - Maracanaú (CE)","85.2"
"Furna da Onça - Maracanaú (CE)","80.9"
"Antônio Justa - Maracanaú (CE)","84.3"
"Parque Luzardo Viana - Maracanaú (CE)","88.1"
"Mucunã - Maracanaú (CE)","86.9"
"Cágado - Maracanaú (CE)","89.7"
"Jaçanau - Maracanaú (CE)","89.2"
"Tijuca - Maracanaú (CE)","85.0"
"Alto Alegre - Maracanaú (CE)","89.5"
"Jari - Maracanaú (CE)","87.5"
"Jatobá - Maracanaú (CE)","89.0"
"Siqueira - Maracanaú (CE)","90.6"
"Parque Santa Maria - Maracanaú (CE)","86.0"
"Alto Alegre I - Maracanaú (CE)","83.8"
"Alto Alegre II - Maracanaú (CE)","83.3"
"Novo Oriente - Maracanaú (CE)","91.6"
"Acaracuzinho I - Maracanaú (CE)","94.8"
"Acaracuzinho II - Maracanaú (CE)","94.4"
"Esplanada do Mondubim - Maracanaú (CE)","96.3"
"Pajuçara - Maracanaú (CE)","89.9"
"Boa Esperança - Maracanaú (CE)","95.0"
"Jardim Paraíso - Maracanaú (CE)","87.3"
"Alto da Bonança - Maracanaú (CE)","88.2"
"Arronches - Maracanaú (CE)","86.5"
"Parque Progresso - Maracanaú (CE)","92.1"
"Parque Tropical - Maracanaú (CE)","81.8"
"Jardim Bandeirante - Maracanaú (CE)","91.3"
"Novo Mondubim - Maracanaú (CE)","94.5"
"Centro - Maranguape (CE)","96.4"
"Outra Banda - Maranguape (CE)","91.5"
"Preguiça - Maranguape (CE)","90.4"
"Pirapora - Maranguape (CE)","94.2"
"Gavião - Maranguape (CE)","90.4"
"Guabiraba - Maranguape (CE)","95.8"
"Parque Santa Fé - Maranguape (CE)","90.8"
"Aldeoma - Maranguape (CE)","90.6"
"Parque São João - Maranguape (CE)","93.0"
"Tangueira - Maranguape (CE)","88.9"
"Coité - Maranguape (CE)","88.6"
"Parque Iracema - Maranguape (CE)","94.1"
"Santos Dumont - Maranguape (CE)","96.4"
"Novo Parque Iracema - Maranguape (CE)","81.9"
"Lameirão - Maranguape (CE)","80.1"
"Urucara - Maranguape (CE)","91.4"
"Novo Maranguape I - Maranguape (CE)","91.5"
"Novo Maranguape II - Maranguape (CE)","88.2"
"Cônego Raimundo Pinto - Maranguape (CE)","84.2"
"Centro - Massapê (CE)","97.0"
"Ginásio - Massapê (CE)","86.9"
"Cartucha - Massapê (CE)","87.9"
"São João - Massapê (CE)","72.7"
"Nossa Senhora de Fátima - Massapê (CE)","75.6"
"Cruzeiro - Massapê (CE)","79.0"
"Bandeira Branca - Massapê (CE)","75.5"
"Usina Velha - Massapê (CE)","90.6"
"Alto da Boa Vista - Massapê (CE)","76.7"
"Joaquim Marques - Massapê (CE)","73.8"
"Alto da Cadeia - Massapê (CE)","81.7"
"Santa Úrsula - Massapê (CE)","84.3"
"Centro - Mauriti (CE)","90.3"
"Nossa Senhora de Fátima - Mauriti (CE)","70.8"
"Dantas - Mauriti (CE)","66.5"
"Nova Mauriti - Mauriti (CE)","74.9"
"Populares - Mauriti (CE)","81.9"
"Monte Alegre - Mauriti (CE)","75.8"
"Bela Vista II - Mauriti (CE)","77.1"
"Bela Vista I - Mauriti (CE)","71.3"
"Dom Bosco - Mauriti (CE)","78.1"
"César Nascimento - Mauriti (CE)","78.6"
"José Silcon de Lacerda - Mauriti (CE)","82.6"
"Centro - Meruoca (CE)","91.3"
"Divino Salvador - Meruoca (CE)","88.9"
"Dom Expedito - Meruoca (CE)","86.0"
"Coronel Bezerril - Meruoca (CE)","90.0"
"Centro - Milagres (CE)","92.3"
"Eucaliptos - Milagres (CE)","84.0"
"Casa Própria - Milagres (CE)","74.9"
"Francisca do Socorro - Milagres (CE)","67.4"
"Frei Damião - Milagres (CE)","81.6"
"Rodoviário - Milagres (CE)","87.4"
"das Missionárias - Milagres (CE)","89.0"
"Padre Cícero - Milagres (CE)","66.7"
"Centro - Missão Velha (CE)","91.3"
"Antonio Linard - Missão Velha (CE)","77.1"
"Lordival Januário Pereira - Missão Velha (CE)","80.6"
"da Fé - Missão Velha (CE)","74.8"
"Nelson Cândido de Macedo - Missão Velha (CE)","65.3"
"José de Iaiá - Missão Velha (CE)","79.9"
"Adalberto Casimiro de Farias - Missão Velha (CE)","X"
"São José - Missão Velha (CE)","72.6"
"Rubens Arrais Maia - Missão Velha (CE)","86.3"
"Novo Milênio - Missão Velha (CE)","89.7"
"Antonio Luiz - Missão Velha (CE)","80.9"
"José Pimenta - Missão Velha (CE)","79.8"
"Centro - Mombaça (CE)","89.8"
"Tejubana - Mombaça (CE)","71.1"
"Vila Iracema - Mombaça (CE)","76.0"
"Antônio Felinto - Mombaça (CE)","77.7"
"Vila Salete - Mombaça (CE)","72.0"
"Vila São José - Mombaça (CE)","68.5"
"Vila Recreio - Mombaça (CE)","69.5"
"Vila Betânia - Mombaça (CE)","74.6"
"Centro - Monsenhor Tabosa (CE)","84.8"
"Trizidela - Monsenhor Tabosa (CE)","77.0"
"Quadra - Monsenhor Tabosa (CE)","78.1"
"Alto da Boa Vista - Monsenhor Tabosa (CE)","71.1"
"Prado - Monsenhor Tabosa (CE)","73.9"
"Jucás - Monsenhor Tabosa (CE)","74.8"
"Lilio Gentil Leitão - Monsenhor Tabosa (CE)","68.9"
"Carrapicho - Monsenhor Tabosa (CE)","71.0"
"Centro - Nova Russas (CE)","92.2"
"Água Boa - Nova Russas (CE)","74.9"
"Progresso - Nova Russas (CE)","83.7"
"Timbaúba - Nova Russas (CE)","78.5"
"Tamarindo - Nova Russas (CE)","75.8"
"Alto da Boa Vista - Nova Russas (CE)","66.4"
"São Francisco - Nova Russas (CE)","72.1"
"Patronato - Nova Russas (CE)","87.4"
"Universidade - Nova Russas (CE)","90.6"
"Centro - Novo Oriente (CE)","82.0"
"Prefeito Manoel Claudino Sales - Novo Oriente (CE)","61.3"
"Boa Vista - Novo Oriente (CE)","66.3"
"Colinas - Novo Oriente (CE)","71.2"
"Açude Oriente II - Novo Oriente (CE)","61.1"
"Açude Oriente I - Novo Oriente (CE)","71.6"
"Vila Feliz - Novo Oriente (CE)","63.7"
"Lagoa do Tigre Sul - Novo Oriente (CE)","69.9"
"Lagoa do Tigre Norte - Novo Oriente (CE)","67.1"
"João Antero - Novo Oriente (CE)","75.8"
"Vicente Rodrigues Vieira - Novo Oriente (CE)","64.0"
"Centro - Pacatuba (CE)","96.6"
"Carnaubinha - Pacatuba (CE)","87.2"
"Pracinha - Pacatuba (CE)","89.4"
"São José - Pacatuba (CE)","87.0"
"Forquilha - Pacatuba (CE)","80.4"
"Parque Aratanha - Pacatuba (CE)","86.4"
"São Bento - Pacatuba (CE)","92.6"
"Alto São João - Pacatuba (CE)","87.3"
"Centro - Pacujá (CE)","83.8"
"Bananeira - Pacujá (CE)","80.8"
"Barro Branco - Pacujá (CE)","73.8"
"Centro - Palmácia (CE)","89.0"
"Vinte e Oito de Agosto - Palmácia (CE)","80.8"
"Bica - Palmácia (CE)","84.7"
"São Francisco - Palmácia (CE)","77.1"
"Vila Campos - Palmácia (CE)","78.8"
"Caboclos - Palmácia (CE)","80.4"
"Centro - Parambu (CE)","83.0"
"Beleza - Parambu (CE)","68.5"
"Planalto - Parambu (CE)","71.2"
"Horácio Alves Noronha - Parambu (CE)","79.5"
"Brasília - Parambu (CE)","75.2"
"Caixa d'Água - Parambu (CE)","74.1"
"Cachimbo - Parambu (CE)","68.8"
"Vila Nova - Parambu (CE)","68.2"
"Centro - Paramoti (CE)","90.1"
"Vicente Farias - Paramoti (CE)","78.2"
"Arrudas - Paramoti (CE)","74.5"
"Esplanada do Conjunto - Paramoti (CE)","83.3"
"Bela Vista - Paramoti (CE)","75.2"
"Boa Esperança - Pedra Branca (CE)","69.6"
"Bom Princípio - Pedra Branca (CE)","83.8"
"Centro - Pedra Branca (CE)","84.5"
"Chico Leandro - Pedra Branca (CE)","70.0"
"Padre Geraldo - Pedra Branca (CE)","71.3"
"Riso do Prado - Pedra Branca (CE)","77.2"
"Santa Maria - Pedra Branca (CE)","68.1"
"Santa Úrsula - Pedra Branca (CE)","67.0"
"Centro - Penaforte (CE)","83.4"
"Frei Damião - Penaforte (CE)","74.1"
"Nossa Senhora Aparecida - Penaforte (CE)","83.6"
"Padre Cícero - Penaforte (CE)","79.5"
"Armando Melo - Piquet Carneiro (CE)","86.7"
"Alto do Bentivi - Piquet Carneiro (CE)","80.5"
"Alto do Bumerang - Piquet Carneiro (CE)","81.6"
"Alto dos Maias - Piquet Carneiro (CE)","68.4"
"Centro - Piquet Carneiro (CE)","85.7"
"João Paulo II - Piquet Carneiro (CE)","79.3"
"Piquezinho - Piquet Carneiro (CE)","79.1"
"Rancho Verde - Piquet Carneiro (CE)","81.2"
"Centro - Poranga (CE)","80.9"
"Aeroporto - Poranga (CE)","75.4"
"Eufrasino Neto - Poranga (CE)","83.0"
"Betânia - Poranga (CE)","79.9"
"Jericó - Poranga (CE)","69.9"
"Jardim das Oliveiras - Poranga (CE)","67.8"
"Centro - Porteiras (CE)","83.1"
"José Aristarco Cardoso - Porteiras (CE)","68.6"
"Sol Nascente - Porteiras (CE)","81.1"
"José Irapuan Tavares de Lavor - Porteiras (CE)","82.1"
"Entre Rios - Porteiras (CE)","70.9"
"Campo Santo - Porteiras (CE)","71.9"
"Imaculada Conceição - Porteiras (CE)","78.4"
"Vila Campo - Potengi (CE)","68.7"
"Vila Padre Cícero - Potengi (CE)","67.9"
"Vila Andrade - Potengi (CE)","69.8"
"São Francisco - Potengi (CE)","79.8"
"Guaribas - Potengi (CE)","74.5"
"Centro - Potengi (CE)","82.0"
"Centro - Potiretama (CE)","81.1"
"Trapiá - Potiretama (CE)","69.8"
"Pedro Paulino de Freitas - Potiretama (CE)","77.9"
"Manoel Dantas de Almeida - Potiretama (CE)","61.3"
"Centro - Quiterianópolis (CE)","82.8"
"Alto Brilhante - Quiterianópolis (CE)","74.4"
"Cidade Nova - Quiterianópolis (CE)","73.0"
"Colinas - Quiterianópolis (CE)","69.4"
"Alto da Boa Vista - Quixadá (CE)","86.3"
"Alto São Francisco - Quixadá (CE)","88.1"
"Baviera - Quixadá (CE)","92.0"
"Boto - Quixadá (CE)","71.4"
"Campo Novo - Quixadá (CE)","74.4"
"Campo Velho - Quixadá (CE)","79.4"
"Carrascal - Quixadá (CE)","81.6"
"Centro - Quixadá (CE)","92.2"
"Cohab - Quixadá (CE)","85.1"
"Combate - Quixadá (CE)","92.2"
"Curicaca - Quixadá (CE)","75.7"
"Herval - Quixadá (CE)","89.6"
"Irajá - Quixadá (CE)","93.1"
"Jardim dos Monólitos - Quixadá (CE)","85.1"
"Monte Alegre - Quixadá (CE)","68.7"
"Nova Jerusalém - Quixadá (CE)","73.6"
"Planalto Renascer - Quixadá (CE)","83.0"
"Planalto Universitário - Quixadá (CE)","92.8"
"Putiú - Quixadá (CE)","84.5"
"São João - Quixadá (CE)","80.9"
"Triângulo - Quixadá (CE)","77.8"
"Pontal - Quixeré (CE)","80.2"
"Centro - Quixeré (CE)","86.0"
"Leão - Quixeré (CE)","73.9"
"Nova Morada - Quixeré (CE)","79.5"
"Tabuleiro da Vaquejada - Russas (CE)","83.6"
"Tabuleiro do Catavento - Russas (CE)","79.3"
"Várzea Alegre - Russas (CE)","82.7"
"Vila Ramalho - Russas (CE)","85.0"
"Nossa Senhora de Fátima - Russas (CE)","87.1"
"Vila Gonçalves - Russas (CE)","87.4"
"Vila Matoso - Russas (CE)","87.5"
"Alto do Velame - Russas (CE)","82.9"
"Pitombeira - Russas (CE)","85.0"
"Ipiranga - Russas (CE)","93.9"
"Planalto da Catumbela - Russas (CE)","89.7"
"Planalto da Bela Vista - Russas (CE)","81.4"
"Centro - Russas (CE)","92.4"
"Centro - Santana do Acaraú (CE)","94.8"
"Alto da Liberdade - Santana do Acaraú (CE)","80.9"
"Pedregal - Santana do Acaraú (CE)","65.6"
"Jericó - Santana do Acaraú (CE)","75.2"
"Gerardo Arcanjo - Santana do Acaraú (CE)","81.5"
"Retiro - Santana do Acaraú (CE)","86.5"
"João Alfredo - Santana do Acaraú (CE)","72.6"
"Centro - Santa Quitéria (CE)","88.0"
"Luis Demerval de Andrade - Santa Quitéria (CE)","67.3"
"Raimundo Mesquita Sobrinho - Santa Quitéria (CE)","87.2"
"José Ernane Catunda Sales - Santa Quitéria (CE)","80.5"
"Pedra da Saudade - Santa Quitéria (CE)","78.4"
"Dr. Afonso Walter M. Pinto - Santa Quitéria (CE)","74.9"
"Diro Moreira - Santa Quitéria (CE)","82.4"
"Flores - Santa Quitéria (CE)","77.6"
"Edson Lobo de Mesquita - Santa Quitéria (CE)","79.2"
"Planalto da Piracicaba - Santa Quitéria (CE)","87.2"
"Senador Francisco Menezes Pimentel - Santa Quitéria (CE)","91.7"
"Primavera - Santa Quitéria (CE)","85.8"
"Boa Vida - Santa Quitéria (CE)","87.8"
"Centro - São João do Jaguaribe (CE)","86.8"
"Pacheco - São João do Jaguaribe (CE)","79.0"
"Velosa - São João do Jaguaribe (CE)","68.4"
"Bela Vista - São João do Jaguaribe (CE)","77.7"
"João Candido - São João do Jaguaribe (CE)","87.4"
"Centro - Senador Sá (CE)","82.9"
"Nossa Senhora do Amparo - Senador Sá (CE)","66.7"
"Nossa Senhora do Carmo - Senador Sá (CE)","77.7"
"Pitombeiras - Senador Sá (CE)","74.0"
"Centro - Sobral (CE)","93.3"
"Sumaré - Sobral (CE)","81.0"
"Dom José - Sobral (CE)","80.4"
"Domingos Olímpio - Sobral (CE)","92.1"
"Cidade Dr. José Euclides Ferreira Gomes Júnior - Sobral (CE)","82.5"
"Alto Cristo - Sobral (CE)","89.1"
"Junco - Sobral (CE)","90.6"
"Campo dos Velhos - Sobral (CE)","95.9"
"Parque Silvana - Sobral (CE)","86.9"
"Colina da Boa Vista - Sobral (CE)","89.8"
"Da Expectativa - Sobral (CE)","90.6"
"Coração de Jesus - Sobral (CE)","91.7"
"Alto Brasília - Sobral (CE)","87.2"
"Jerônimo de Medeiros Prado - Sobral (CE)","89.9"
"Derby Clube - Sobral (CE)","98.1"
"Pedrinhas - Sobral (CE)","91.7"
"Várzea Grande - Sobral (CE)","84.6"
"Cohab II - Sobral (CE)","90.8"
"Cohab I - Sobral (CE)","94.9"
"Jatobá - Sobral (CE)","95.4"
"Sinhá Sabóia - Sobral (CE)","84.5"
"Dom Expedito - Sobral (CE)","80.4"
"Distrito Industrial - Sobral (CE)","78.3"
"Padre Ibiapina - Sobral (CE)","96.5"
"Centro - Tabuleiro do Norte (CE)","91.0"
"José Mendes - Tabuleiro do Norte (CE)","85.7"
"8 de Setembro - Tabuleiro do Norte (CE)","87.7"
"Água Santa - Tabuleiro do Norte (CE)","82.4"
"Bom Futuro - Tabuleiro do Norte (CE)","72.8"
"Macena - Tabuleiro do Norte (CE)","72.2"
"São Vicente - Tabuleiro do Norte (CE)","79.8"
"São Francisco - Tabuleiro do Norte (CE)","87.8"
"Joaquim Fernandes Colares - Tabuleiro do Norte (CE)","88.5"
"Lula - Tabuleiro do Norte (CE)","76.9"
"8 de Junho - Tabuleiro do Norte (CE)","86.2"
"Centro - Tamboril (CE)","86.0"
"Monsenhor Holanda - Tamboril (CE)","70.1"
"Monte Azul - Tamboril (CE)","77.2"
"das Pedrinhas - Tamboril (CE)","77.0"
"Monte Castelo - Tamboril (CE)","81.9"
"São José - Tamboril (CE)","71.6"
"São Pedro - Tamboril (CE)","67.3"
"Antonio Mota Filho - Tamboril (CE)","72.9"
"Areias - Tamboril (CE)","71.1"
"Bola Branca - Tamboril (CE)","64.4"
"Centro - Tamboril (CE)","76.9"
"Jardim América - Tamboril (CE)","73.4"
"Poço Escuro - Tamboril (CE)","73.7"
"São José - Tamboril (CE)","71.7"
"Luiz Antônio de Oliveira Sousa - Tauá (CE)","86.4"
"Cidade Nova - Tauá (CE)","86.2"
"Centro - Tauá (CE)","94.4"
"Manoel Alves Mota - Tauá (CE)","74.1"
"Bezerra de Sousa - Tauá (CE)","70.4"
"Nova Aldeota - Tauá (CE)","73.5"
"dos Colibris - Tauá (CE)","77.9"
"Alto do Cruzeiro - Tauá (CE)","81.4"
"Tauazinho - Tauá (CE)","88.0"
"Alto Brilhante - Tauá (CE)","82.7"
"José Alexandrino Nogueira - Tauá (CE)","86.2"
"José Holanda Lima - Tauá (CE)","79.4"
"Francisco Soares de Carvalho - Tauá (CE)","86.8"
"Sebastião César Rêgo - Tauá (CE)","92.9"
"Boa Esperança I - Trairi (CE)","88.2"
"Carnaúba Torta - Trairi (CE)","84.4"
"Boa Esperança II - Trairi (CE)","81.4"
"Centro - Trairi (CE)","94.0"
"Cotesa - Trairi (CE)","84.9"
"Ilha - Trairi (CE)","74.0"
"Planalto Norte - Trairi (CE)","87.3"
"São Francisco - Trairi (CE)","85.4"
"São Gonçalo - Trairi (CE)","84.6"
"Serrinha - Trairi (CE)","81.8"
"Vila Nova - Trairi (CE)","90.4"
"São José - Trairi (CE)","77.5"
"Volta do ""S"" - Trairi (CE)","91.6"
"Centro - Uruoca (CE)","86.6"
"Brasília - Uruoca (CE)","70.8"
"Roberto Dourado - Uruoca (CE)","72.0"
"Nossa Senhora do Livramento - Uruoca (CE)","86.3"
"26 de Março - Uruoca (CE)","74.1"
"Alecrim - Uruoca (CE)","67.8"
"Centro - Várzea Alegre (CE)","83.3"
"Juremal - Várzea Alegre (CE)","85.8"
"Sanharol - Várzea Alegre (CE)","77.2"
"Varzante - Várzea Alegre (CE)","73.5"
"Praça Santo Antonio - Várzea Alegre (CE)","79.4"
"Betânia - Várzea Alegre (CE)","81.5"
"Grossos - Várzea Alegre (CE)","67.9"
"Brejinho dos Vieiras - Várzea Alegre (CE)","76.7"
"Dona Rosinha - Várzea Alegre (CE)","70.7"
"Patos - Várzea Alegre (CE)","76.1"
"Riachinho - Várzea Alegre (CE)","71.3"
"Buenos Aires - Várzea Alegre (CE)","72.9"
"Serrinha - Várzea Alegre (CE)","64.7"
"Zezinho Costa - Várzea Alegre (CE)","83.2"
"Varjota - Várzea Alegre (CE)","72.9"
"Baixio do Exu - Várzea Alegre (CE)","87.2"
"Alto do Tenente - Várzea Alegre (CE)","82.4"
"Central - Acari (RN)","88.7"
"Luiz Gonzaga Bezerra - Acari (RN)","81.3"
"Major Ari de Pinho - Acari (RN)","91.9"
"Vereador Tarcisio Bezerra Galvão - Acari (RN)","83.3"
"Petrópolis - Acari (RN)","79.8"
"Senador Dinarte de Medeiros Mariz - Acari (RN)","78.3"
"Padre José Dantas Cortez - Acari (RN)","96.9"
"Centro - Carnaúba dos Dantas (RN)","90.5"
"São José - Carnaúba dos Dantas (RN)","86.3"
"Dom José Adelino Dantas - Carnaúba dos Dantas (RN)","87.5"
"Santa Rita de Cássia - Carnaúba dos Dantas (RN)","87.7"
"Centro - Carnaubais (RN)","83.3"
"Valdemar Campielo Maresco - Carnaubais (RN)","77.8"
"Pacheco - Carnaubais (RN)","74.3"
"Santo Antônio - Cruzeta (RN)","78.3"
"Novo Horizonte - Cruzeta (RN)","80.7"
"Centro - Cruzeta (RN)","89.4"
"Alto do Remédio - Cruzeta (RN)","60.8"
"Doutor José Bezerra - Currais Novos (RN)","82.5"
"José Dantas de Araújo - Currais Novos (RN)","76.1"
"Radir Pereira - Currais Novos (RN)","88.1"
"Parque Dourado - Currais Novos (RN)","84.8"
"Manoel Tomaz de Araújo - Currais Novos (RN)","90.5"
"Valfredo Galvão - Currais Novos (RN)","89.8"
"JK - Currais Novos (RN)","85.3"
"Coronel Manoel Salustino - Currais Novos (RN)","90.5"
"Paizinho Maria - Currais Novos (RN)","78.9"
"Professor Gilberto da Cunha Pinheiro - Currais Novos (RN)","90.5"
"Sílvio Bezerra - Currais Novos (RN)","77.3"
"Santa Maria Gorete - Currais Novos (RN)","80.2"
"Boa Esperança - Parnamirim (RN)","93.3"
"Centro - Parnamirim (RN)","95.2"
"Cohabinal - Parnamirim (RN)","97.3"
"Emaús - Parnamirim (RN)","94.9"
"Jardim Planalto - Parnamirim (RN)","92.5"
"Liberdade - Parnamirim (RN)","85.1"
"Monte Castelo - Parnamirim (RN)","89.0"
"Parque de Exposições - Parnamirim (RN)","90.2"
"Passagem de Areia - Parnamirim (RN)","88.1"
"Rosa dos Ventos - Parnamirim (RN)","91.8"
"Santa Tereza - Parnamirim (RN)","85.4"
"Santos Reis - Parnamirim (RN)","91.7"
"Vale do Sol - Parnamirim (RN)","90.3"
"Parque do Jiqui - Parnamirim (RN)","94.5"
"Nova Parnamirim - Parnamirim (RN)","96.3"
"Alto da Bela Vista - Equador (RN)","64.5"
"Prefeito Jose Marcelino de Oliveira - Equador (RN)","82.1"
"Centro - Equador (RN)","83.6"
"Dinarte Mariz - Equador (RN)","81.4"
"Alto do Juazeiro - Equador (RN)","81.7"
"Dix-Sept Rosado - Governador Dix-Sept Rosado (RN)","85.1"
